template;cluster;task
Action: turn Direction: right Preposition: to Landmark: sink ;33;pick_clean_then_place_in_recep-Kettle-None-Cabinet-2
Action: rinse off Object: kettle From: sink ;-1;pick_clean_then_place_in_recep-Kettle-None-Cabinet-2
Action: take a step Direction: right ;-1;pick_clean_then_place_in_recep-Kettle-None-Cabinet-2
Action: near Preposition: corner Landmark: counter ;44;pick_clean_then_place_in_recep-Kettle-None-Cabinet-2
Action: veer Direction: left Preposition: to Landmark: stove ;42;pick_clean_then_place_in_recep-Kettle-None-Cabinet-2
Action: pick up Object: leftmost kettle From: stove ;43;pick_clean_then_place_in_recep-Kettle-None-Cabinet-2
Action: turn Direction: right Preposition: to Landmark: sink ;33;pick_clean_then_place_in_recep-Kettle-None-Cabinet-2
Action: rinse Object: kettle From: sink ;-1;pick_clean_then_place_in_recep-Kettle-None-Cabinet-2
Action: take Direction: right Preposition: step ;-1;pick_clean_then_place_in_recep-Kettle-None-Cabinet-2
Action: near Preposition: corner Landmark: counter ;44;pick_clean_then_place_in_recep-Kettle-None-Cabinet-2
Action: veer Direction: left Preposition: None Landmark: stove ;-1;pick_clean_then_place_in_recep-Kettle-None-Cabinet-2
Action: pick up Object: leftmost kettle Location: stove ;-1;pick_clean_then_place_in_recep-Kettle-None-Cabinet-2
Action: turn Direction: right Preposition: None Landmark: sink ;-1;pick_clean_then_place_in_recep-Kettle-None-Cabinet-2
Action: rinse Object: kettle Location: sink ;-1;pick_clean_then_place_in_recep-Kettle-None-Cabinet-2
Action: take Direction: right Preposition: None Landmark: None ;-1;pick_clean_then_place_in_recep-Kettle-None-Cabinet-2
Action: place Object: kettle Location: near the corner of the counter ;-1;pick_clean_then_place_in_recep-Kettle-None-Cabinet-2
Action: turn Direction: around Preposition: to Landmark: stove ;45;pick_clean_then_place_in_recep-Pot-None-DiningTable-26
Action: take Object: pan nearest to you Location: stove ;-1;pick_clean_then_place_in_recep-Pot-None-DiningTable-26
Action: turn Direction: to your right Preposition: to Landmark: sink ;46;pick_clean_then_place_in_recep-Pot-None-DiningTable-26
Action: fill Object: pan Location: sink ;47;pick_clean_then_place_in_recep-Pot-None-DiningTable-26
Action: turn Direction: around Preposition: to Landmark: table ;48;pick_clean_then_place_in_recep-Pot-None-DiningTable-26
Action: place Object: pan Location: center of the table ;49;pick_clean_then_place_in_recep-Pot-None-DiningTable-26
Action: turn Direction: around Preposition: to Landmark: stove ;45;pick_clean_then_place_in_recep-Pot-None-DiningTable-26
Action: take Object: pan nearest to you From: the stove ;-1;pick_clean_then_place_in_recep-Pot-None-DiningTable-26
Action: turn Direction: to your right Preposition: to Landmark: sink ;46;pick_clean_then_place_in_recep-Pot-None-DiningTable-26
Action: fill Object: pan in the sink With: water ;-1;pick_clean_then_place_in_recep-Pot-None-DiningTable-26
Action: turn Direction: around Preposition: to Landmark: table ;48;pick_clean_then_place_in_recep-Pot-None-DiningTable-26
Action: place Object: pan on the center of the table ;-1;pick_clean_then_place_in_recep-Pot-None-DiningTable-26
Action: turn Direction: around Preposition: to Landmark: stove ;45;pick_clean_then_place_in_recep-Pot-None-DiningTable-26
Action: take Object: pan Location: stove ;-1;pick_clean_then_place_in_recep-Pot-None-DiningTable-26
Action: turn Direction: right Preposition: to Landmark: sink ;33;pick_clean_then_place_in_recep-Pot-None-DiningTable-26
Action: fill Object: pan Location: sink ;47;pick_clean_then_place_in_recep-Pot-None-DiningTable-26
Action: turn Direction: around Preposition: to Landmark: table ;48;pick_clean_then_place_in_recep-Pot-None-DiningTable-26
Action: place Object: pan Location: center of the table ;49;pick_clean_then_place_in_recep-Pot-None-DiningTable-26
Action: turn Direction: left Preposition: face Landmark: counter in between the sinks ;50;pick_clean_then_place_in_recep-SoapBar-None-Cabinet-403
Action: pick up Object: pink soap From: the counter ;51;pick_clean_then_place_in_recep-SoapBar-None-Cabinet-403
Action: move Direction: right Preposition: face Landmark: sink to the right ;52;pick_clean_then_place_in_recep-SoapBar-None-Cabinet-403
Action: turn Off: the water Object: soap ;-1;pick_clean_then_place_in_recep-SoapBar-None-Cabinet-403
Action: look Direction: slightly lower Landmark: cabinet below the sink ;-1;pick_clean_then_place_in_recep-SoapBar-None-Cabinet-403
Action: close Object: cabinet door ;-1;pick_clean_then_place_in_recep-SoapBar-None-Cabinet-403
Action: turn Direction: left Preposition: face Landmark: counter in between the sinks ;50;pick_clean_then_place_in_recep-SoapBar-None-Cabinet-403
Action: pick up Object: pink soap From: the counter ;51;pick_clean_then_place_in_recep-SoapBar-None-Cabinet-403
Action: move Direction: right Preposition: face Landmark: sink to the right ;52;pick_clean_then_place_in_recep-SoapBar-None-Cabinet-403
Action: turn off Off: the water ;-1;pick_clean_then_place_in_recep-SoapBar-None-Cabinet-403
Action: look Direction: slightly lower To: the cabinet below the sink ;-1;pick_clean_then_place_in_recep-SoapBar-None-Cabinet-403
Action: close Door: cabinet door ;-1;pick_clean_then_place_in_recep-SoapBar-None-Cabinet-403
Action: look down Object: gray bin From: next to the toilet ;-1;pick_clean_then_place_in_recep-SoapBar-None-CounterTop-416
Action: pick up Object: bar of soap From: inside the gray bin ;53;pick_clean_then_place_in_recep-SoapBar-None-CounterTop-416
Action: turn Direction: left Preposition: to Landmark: middle of the vanity ;54;pick_clean_then_place_in_recep-SoapBar-None-CounterTop-416
Action: rinse For: a few seconds Object: bar of soap Back To: pick it back up ;-1;pick_clean_then_place_in_recep-SoapBar-None-CounterTop-416
Action: turn Direction: around Preposition: to Landmark: left sink on the vanity counter ;-1;pick_clean_then_place_in_recep-SoapBar-None-CounterTop-416
Action: put Object: rinsed bar of soap To: right of the left sink Preposition: next to Landmark: candle ;55;pick_clean_then_place_in_recep-SoapBar-None-CounterTop-416
Action: look down Direction: down Preposition: at Landmark: gray bin ;-1;pick_clean_then_place_in_recep-SoapBar-None-CounterTop-416
Action: pick up Object: bar of soap From: inside the gray bin ;53;pick_clean_then_place_in_recep-SoapBar-None-CounterTop-416
Action: turn Direction: left Preposition: to Landmark: middle of the vanity ;54;pick_clean_then_place_in_recep-SoapBar-None-CounterTop-416
Action: rinse For: a few seconds Object: bar of soap Back: pick it back up ;-1;pick_clean_then_place_in_recep-SoapBar-None-CounterTop-416
Action: turn Direction: around Preposition: to Landmark: left sink ;-1;pick_clean_then_place_in_recep-SoapBar-None-CounterTop-416
Action: put Object: rinsed bar of soap To: right of the left sink Preposition: next to Landmark: candle ;55;pick_clean_then_place_in_recep-SoapBar-None-CounterTop-416
Action: turn Direction: around Preposition: to Landmark: left ;-1;pick_clean_then_place_in_recep-SoapBar-None-Drawer-409
Action: pick up Object: bar of soap From: counter ;-1;pick_clean_then_place_in_recep-SoapBar-None-Drawer-409
Action: move Direction: closer Preposition: to ;-1;pick_clean_then_place_in_recep-SoapBar-None-Drawer-409
Action: rinse Object: soap From: basin ;-1;pick_clean_then_place_in_recep-SoapBar-None-Drawer-409
Action: right Direction: drawer Preposition: on ;-1;pick_clean_then_place_in_recep-SoapBar-None-Drawer-409
Action: Place Object: soap From: INSIDE ;-1;pick_clean_then_place_in_recep-SoapBar-None-Drawer-409
Action: walk Direction: forward Preposition: right Landmark: kitchen counter ;56;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: pick up Object: spatula Location: counter ;57;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: turn Direction: left Preposition: walk Landmark: kitchen sink ;58;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: wash Object: spatula Location: sink Action2: pick up ;59;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: walk Direction: left Preposition: over Landmark: counter ;-1;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: put down Object: spatula Location: counter Preposition: to the right ;-1;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: walk Direction: forward and right Preposition: just left of Landmark: kitchen counter ;-1;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: pick up Object: spatula From: the counter ;60;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: turn left Direction: left Preposition: walk to Landmark: kitchen sink ;-1;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: wash Object: spatula Location: under water in the sink ;-1;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: walk Direction: over to Preposition: just left of Landmark: counter ;-1;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: put down Object: spatula Location: just to the right of the sink ;-1;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: walk Direction: forward Preposition: right Landmark: kitchen counter ;56;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: pick up Object: spatula From: the counter ;60;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: turn Direction: left Preposition: walk Landmark: kitchen sink ;58;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: wash Object: spatula From: the sink ;-1;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: walk Direction: over Preposition: left Landmark: counter ;61;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: put down Object: spatula From: the hand ;-1;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: walk Direction: forward Preposition: right Landmark: kitchen counter ;56;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: pick up Object: spatula Location: counter ;57;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: turn Direction: left Preposition: walk Landmark: kitchen sink ;58;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: wash Object: spatula Preposition: under water Location: sink Action2: pick up ;-1;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: walk Direction: over Preposition: left Landmark: counter ;61;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: put down Object: spatula Preposition: just to the right Location: counter ;-1;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: walk Direction: forward Preposition: right Landmark: kitchen counter Location: just left of the fridge ;-1;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: pick up Object: spatula Location: counter ;57;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: turn Direction: left Preposition: walk Landmark: kitchen sink ;58;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: wash Object: spatula Location: sink Action2: pick up ;59;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: walk Direction: over Preposition: just left Landmark: counter ;-1;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: put down Object: spatula Location: counter Preposition: just to the right ;-1;pick_clean_then_place_in_recep-Spatula-None-CounterTop-19
Action: turn Direction: right Preposition: twice Landmark: counter top ;62;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: pick up Object: spoon From: counter top ;-1;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: turn Direction: left Preposition: twice Landmark: sink ;63;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: put Object: spoon To: sink ;-1;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: turn Direction: right ;13;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: open Object: drawer ;64;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: turn Direction: right Location: counter top ;-1;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: pick up Object: spoon Location: counter top ;-1;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: turn Direction: left Location: sink ;-1;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: put Object: spoon Location: sink ;-1;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: turn Direction: right ;13;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: open Object: drawer ;64;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: turn Direction: right Preposition: twice Landmark: counter top ;62;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: pick up Object: spoon From: the counter top ;65;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: turn Direction: left Preposition: twice Landmark: sink ;63;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: put Object: spoon Into: the sink ;-1;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: turn Direction: right ;13;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: open Object: drawer ;64;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: turn Direction: to the right Preposition: twice Landmark: counter top ;-1;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: pick up Object: spoon From: the counter top ;65;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: turn Direction: to the left Preposition: twice Landmark: sink ;-1;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: put Object: spoon To: the sink ;-1;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: turn Direction: to the right ;-1;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: open Object: the drawer Preposition: it ;-1;pick_clean_then_place_in_recep-Spoon-None-Drawer-5
Action: walk Direction: right Preposition: to Landmark: kitchen counter ;-1;pick_cool_then_place_in_recep-Apple-None-Microwave-12
Action: grab Object: apple Location: counter ;-1;pick_cool_then_place_in_recep-Apple-None-Microwave-12
Action: go Direction: left Preposition: to Landmark: fridge ;-1;pick_cool_then_place_in_recep-Apple-None-Microwave-12
Action: take out Object: apple Location: fridge ;-1;pick_cool_then_place_in_recep-Apple-None-Microwave-12
Action: walk Direction: behind Preposition: to Landmark: kitchen sink ;-1;pick_cool_then_place_in_recep-Apple-None-Microwave-12
Action: put Object: apple Location: microwave above sink ;-1;pick_cool_then_place_in_recep-Apple-None-Microwave-12
Action: turn Direction: right Preposition: walk to Landmark: counter by the coffee maker and toaster ;-1;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: pick up Object: knife From: the counter ;-1;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: turn Direction: left Preposition: walk to Landmark: microwave ;-1;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: open Object: microwave From: the microwave ;-1;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: turn Direction: around Preposition: walk to Landmark: refrigerator ;66;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: open Object: refrigerator From: the refrigerator ;-1;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: walk Direction: back Preposition: to Landmark: microwave ;67;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: take Object: piece of apple From: out of the microwave ;-1;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: turn Direction: around Preposition: walk to Landmark: refrigerator ;66;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: set Object: apple From: inside the refrigerator ;-1;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: turn Direction: around Preposition: walk across the room ;-1;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: put Object: apple From: out of the refrigerator ;-1;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: turn Direction: right Preposition: walk Landmark: counter ;-1;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: pick up Object: knife From: counter ;-1;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: turn Direction: left Preposition: walk Landmark: microwave ;68;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: open Object: microwave From: microwave ;-1;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: turn Direction: around Preposition: walk Landmark: refrigerator ;69;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: open Object: refrigerator From: refrigerator ;-1;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: walk Direction: back Preposition: to Landmark: microwave ;67;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: take Object: piece From: microwave ;-1;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: turn Direction: around Preposition: walk Landmark: refrigerator ;69;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: set Object: apple From: refrigerator ;-1;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: turn Direction: left Preposition: walk Landmark: wall ;-1;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: put Object: apple From: hand ;-1;pick_cool_then_place_in_recep-AppleSliced-None-GarbageCan-14
Action: turn Direction: left Preposition: move Landmark: white table ;70;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: pick up Object: sharp knife Location: white table ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: use Object: knife Preposition: slice Location: head of lettuce ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: which Preposition: is Location: left ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: place Object: knife Preposition: on Location: top shelf of the fridge ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: turn Direction: right Preposition: move back Location: table ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: pick up Object: piece of lettuce Location: table ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: turn Direction: left Preposition: carry Location: slice of lettuce ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: remove Object: lettuce Preposition: after a couple seconds ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: turn Direction: right Preposition: carry Location: lettuce ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: place Object: cold lettuce slice Preposition: on Location: table in front of the rest of the head of lettuce ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: turn Direction: left Preposition: move Landmark: white table ;70;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: pick up Object: sharp knife From: the white table ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: use Object: knife To: slice the head of lettuce ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: left Preposition: to ;71;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: place Object: knife On: the top shelf of the fridge ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: turn Direction: right Preposition: move back ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: pick up Object: a piece of lettuce From: the table ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: turn Direction: left ;21;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: remove Object: the lettuce After: a couple seconds ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: turn Direction: right ;13;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: place Object: the cold lettuce slice On: the table in front of the rest of the head of lettuce ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: turn Direction: left Preposition: move Landmark: white table ;70;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: pick up Object: sharp knife From: white table ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: use Object: knife Preposition: slice Landmark: head of lettuce ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: left Preposition: to ;71;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: place Object: knife On: top shelf of the frige ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: turn Direction: right Preposition: move back Landmark: table ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: pick up Object: piece of lettuce From: table ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: turn Direction: left Preposition: carry Object: slice of lettuce To: fridge ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: remove Object: lettuce After: a couple of seconds ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: turn Direction: right Preposition: carry Object: lettuce To: table ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: place Object: cold lettuce slice On: table In Front Of: rest of the head of lettuce ;-1;pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-17
Action: walk Direction: around Preposition: to Landmark: coffee maker ;-1;pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-30
Action: pick up Object: coffee mug ;-1;pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-30
Action: turn Direction: around Preposition: to Landmark: fridge ;-1;pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-30
Action: take out Object: mug Location: fridge ;-1;pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-30
Action: go back to Landmark: coffee maker ;-1;pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-30
Action: put Object: mug Location: coffee maker ;-1;pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-30
Action: turn Direction: right Preposition: and Landmark: stove ;72;pick_cool_then_place_in_recep-Pan-None-StoveBurner-26
Action: pick up Object: black pan Location: fridge ;73;pick_cool_then_place_in_recep-Pan-None-StoveBurner-26
Action: walk Direction: back Location: fridge ;-1;pick_cool_then_place_in_recep-Pan-None-StoveBurner-26
Action: remove Object: pan Location: stove ;-1;pick_cool_then_place_in_recep-Pan-None-StoveBurner-26
Action: walk Direction: back Location: stove ;-1;pick_cool_then_place_in_recep-Pan-None-StoveBurner-26
Action: place Object: pan Location: front left burner ;74;pick_cool_then_place_in_recep-Pan-None-StoveBurner-26
Action: turn Direction: right Preposition: and Location: stove ;-1;pick_cool_then_place_in_recep-Pan-None-StoveBurner-26
Action: pick up Object: black pan Location: fridge ;73;pick_cool_then_place_in_recep-Pan-None-StoveBurner-26
Action: walk Location: fridge ;-1;pick_cool_then_place_in_recep-Pan-None-StoveBurner-26
Action: remove Object: pan ;-1;pick_cool_then_place_in_recep-Pan-None-StoveBurner-26
Action: walk Location: stove ;-1;pick_cool_then_place_in_recep-Pan-None-StoveBurner-26
Action: place Object: pan Location: front left burner ;74;pick_cool_then_place_in_recep-Pan-None-StoveBurner-26
Action: turn Direction: right Preposition: and Landmark: stove ;72;pick_cool_then_place_in_recep-Pan-None-StoveBurner-26
Action: pick up Object: black pan From: fridge ;-1;pick_cool_then_place_in_recep-Pan-None-StoveBurner-26
Action: walk To: fridge ;-1;pick_cool_then_place_in_recep-Pan-None-StoveBurner-26
Action: remove ;-1;pick_cool_then_place_in_recep-Pan-None-StoveBurner-26
Action: walk To: stove ;-1;pick_cool_then_place_in_recep-Pan-None-StoveBurner-26
Action: place Object: pan On: front left burner ;-1;pick_cool_then_place_in_recep-Pan-None-StoveBurner-26
Action: turn Direction: around Preposition: move Landmark: kitchen sink ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: pick up Object: sharp knife From: the counter in front of the sink ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: turn Direction: around Preposition: carry Landmark: round table ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: use Object: knife Preposition: slice Landmark: potato on the table ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: head Direction: right Preposition: to the fridge ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: place Object: knife Preposition: on the top shelf Landmark: next to the tomato ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: turn Direction: right Preposition: return Landmark: the sliced potato on the table ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: pick up Object: slice of potato From: the table ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: turn Direction: left Preposition: to carry Landmark: the fridge ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: open Object: the door Preposition: to remove Landmark: it after a few seconds ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: carry Object: the potato slice Preposition: to the kitchen sink ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: place Object: the slice of potato Preposition: in the sink ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: turn Direction: around Preposition: to Landmark: kitchen sink ;75;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: pick up Object: sharp knife From: counter in front of the sink ;76;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: turn Direction: around Preposition: to Landmark: round table ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: use Object: knife To: slice the potato on the table ;77;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: head Direction: right To: fridge ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: place Object: knife To: fridge on the top shelf next to the tomato ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: turn Direction: right ;13;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: pick up Object: slice of potato From: table ;78;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: turn Direction: left To: fridge ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: open Object: door ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: carry Object: potato slice To: kitchen sink ;79;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: place Object: slice of potato Into: sink ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: turn Direction: around Preposition: to Landmark: kitchen sink ;75;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: pick up Object: sharp knife From: counter in front of the sink ;76;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: turn Direction: around Preposition: to Landmark: round table Object: knife ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: use Object: knife To: slice the potato on the table ;77;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: head Direction: right Preposition: to Landmark: fridge ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: place Object: knife In: fridge On: top shelf Next to: tomato ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: turn Direction: right Preposition: to Landmark: table Object: sliced potato ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: pick up Object: slice of potato From: table ;78;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: turn Direction: left Preposition: to Landmark: fridge Object: potato slice ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: open Object: door To: remove ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: carry Object: potato slice To: kitchen sink ;79;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: place Object: slice of potato In: sink ;-1;pick_cool_then_place_in_recep-PotatoSliced-None-SinkBasin-19
Action: move Direction: right Preposition: side Landmark: sink ;80;pick_cool_then_place_in_recep-Tomato-None-CounterTop-11
Action: pick up Object: tomato ;81;pick_cool_then_place_in_recep-Tomato-None-CounterTop-11
Action: turn Direction: right Preposition: to Landmark: fridge ;82;pick_cool_then_place_in_recep-Tomato-None-CounterTop-11
Action: drop Object: tomato To: fridge ;-1;pick_cool_then_place_in_recep-Tomato-None-CounterTop-11
Action: turn Direction: around Preposition: to Landmark: coffee maker ;83;pick_cool_then_place_in_recep-Tomato-None-CounterTop-11
Action: drop Object: tomato To: front of coffee maker ;-1;pick_cool_then_place_in_recep-Tomato-None-CounterTop-11
